MSOACode,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03
E02002110,"175,792","176,590","173,894","187,189","182,873","183,886","182,821","170,608","191,748","197,667","205,223","213,459","215,523"
E02002111,"166,160","162,407","161,415","163,292","157,677","157,073","154,611","156,307","170,936","171,243","180,364","180,293","176,163"
E02002112,"192,936","190,898","196,857","192,686","194,420","198,170","200,351","192,486","208,290","211,248","220,938","229,596","225,450"
E02002113,"169,812","172,369","173,163","170,263","170,176","171,865","172,846","189,218","196,329","203,997","210,645","203,953","207,892"
E02002114,"197,676","196,914","193,709","194,148","202,006","195,481","202,828","212,411","210,520","218,670","217,645","216,230","217,334"
E02002115,"160,536","162,544","152,825","171,634","176,818","181,297","193,904","193,387","209,381","211,670","212,509","209,777","204,390"
E02002116,"240,671","229,339","232,628","231,660","227,485","237,949","236,079","239,405","248,926","252,343","256,692","265,614","266,224"
E02002117,"200,844","196,449","199,945","205,808","201,416","213,378","216,397","209,316","225,633","231,387","232,537","240,878","235,109"
E02002118,"127,397","132,263","134,425","143,409","143,169","144,625","149,878","147,529","147,368","156,884","161,738","159,766","161,688"
E02002119,"183,455","177,347","182,083","178,806","179,764","189,012","186,265","197,841","200,092","204,435","216,443","208,538","208,931"
E02002120,"174,878","169,192","172,735","175,360","188,848","195,683","202,206","211,602","209,136","210,969","209,162","208,845","207,162"
E02002121,"127,368","125,117","131,249","129,958","124,198","128,763","128,417","131,957","141,401","151,142","157,489","162,449","169,565"
E02002122,"132,185","128,963","130,598","133,707","138,826","143,156","144,837","148,799","152,998","152,847","155,587","158,500","160,036"
E02002123,"148,069","147,513","146,510","150,715","152,171","152,788","151,022","153,798","152,838","154,614","164,002","163,032","162,487"
E02002124,"200,818","209,647","215,309","230,824","234,655","229,474","227,487","222,079","229,088","235,332","231,715","224,097","220,930"
E02002125,"176,428","176,591","172,018","159,316","159,735","156,692","155,628","165,014","172,354","182,451","183,488","188,839","192,242"
E02002126,"115,199","119,907","120,921","116,707","116,991","120,349","124,325","127,277","139,486","132,872","136,759","139,258","139,322"
E02002127,"125,914","126,277","128,204","126,372","127,448","130,479","135,322","141,588","146,286","139,406","141,350","145,186","142,806"
E02002128,"148,663","142,091","140,619","136,875","142,436","144,979","148,489","152,287","160,713","164,699","168,877","172,888","171,324"
E02002129,"158,066","160,354","168,590","169,933","166,316","166,552","162,698","160,120","166,511","173,137","181,210","189,354","193,251"
E02002130,"123,519","124,578","123,544","120,978","118,445","111,786","117,000","119,032","120,408","123,762","140,531","151,990","157,345"
E02002131,"322,926","326,435","324,914","312,536","309,898","298,074","301,919","304,930","319,668","332,141","330,447","333,311","329,469"
E02002132,"136,006","138,468","137,673","133,197","131,141","124,177","127,870","137,594","136,167","144,522","148,803","146,566","154,855"
E02002133,"211,546","218,450","216,604","202,306","206,203","200,691","198,153","227,646","229,902","244,783","252,452","240,063","238,524"
E02002134,"124,210","126,972","128,512","136,536","160,126","165,124","166,476","167,819","140,105","145,500","156,093","162,247","167,406"
E02002135,"112,343","119,022","121,794","121,528","119,311","114,908","118,400","115,483","133,920","135,534","132,355","140,988","136,638"
E02002136,"135,392","131,561","135,141","136,660","132,678","140,773","132,807","142,163","149,682","150,620","155,399","159,651","164,078"
E02002137,"366,417","370,206","337,977","362,389","354,681","338,375","367,940","344,399","392,568","420,140","405,891","412,513","389,164"
E02002138,"200,193","195,903","214,456","222,946","220,430","231,958","222,304","233,131","251,363","253,326","250,760","259,750","254,559"
E02002139,"175,228","165,738","173,561","170,804","160,150","148,996","136,733","123,897","140,413","170,731","186,378","194,552","192,794"
E02002140,"118,570","118,493","121,283","120,462","121,224","124,582","121,513","124,391","126,315","123,700","125,277","129,442","138,661"
E02002141,"296,656","289,032","276,156","262,528","258,942","270,563","287,999","288,922","310,069","312,990","319,159","327,861","326,096"
E02002142,"122,222","120,786","119,022","128,639","128,062","134,386","142,873","144,053","149,555","143,325","143,731","138,495","135,707"
E02002143,"130,969","125,127","123,786","117,385","117,133","113,556","120,779","122,061","125,725","130,639","125,320","126,929","123,626"
E02002144,"326,987","330,315","311,282","317,329","323,270","340,822","340,330","359,058","369,671","365,992","372,952","373,071","366,118"
E02002145,"162,797","159,969","158,372","148,881","131,897","133,398","131,948","138,000","144,245","147,000","153,508","156,586","157,754"
E02002146,"162,321","163,339","169,636","176,948","177,645","176,221","167,693","177,194","200,002","214,045","215,989","218,434","209,552"
E02002147,"141,975","147,582","164,283","169,740","163,179","160,091","153,806","161,330","179,915","179,084","168,592","156,723","149,158"
E02002148,"197,747","198,692","201,094","201,896","208,941","207,932","207,869","216,357","218,560","227,543","233,116","234,027","240,724"
E02006519,"374,815","351,087","358,360","383,072","374,769","396,466","408,876","374,186","399,596","422,149","407,828","434,835","433,924"
E02006520,"382,825","383,222","373,374","378,999","390,446","397,523","398,744","414,085","430,332","430,616","437,994","436,112","451,051"
E02006521,"394,174","387,030","395,853","372,844","363,244","388,948","394,494","427,695","432,114","418,651","411,605","413,263","417,397"
E02006522,"785,655","743,929","736,313","650,038","678,541","687,506","646,318","659,834","623,348","616,424","648,610","693,700","799,222"
E02006523,"396,003","386,328","374,139","352,315","359,553","354,580","358,430","379,260","388,363","401,405","402,709","398,662","390,354"
E02006524,"283,802","285,620","285,658","281,573","276,643","270,805","280,314","282,498","295,031","306,553","301,851","296,963","296,099"
E02006525,"431,001","430,690","426,120","425,824","432,921","431,730","431,506","448,540","452,803","445,331","435,234","420,565","403,244"
E02006526,"272,304","265,588","260,263","259,322","257,094","254,718","276,833","280,621","293,269","301,843","290,236","289,907","280,065"
E02006527,"429,936","416,745","408,942","380,966","394,951","398,712","374,972","411,727","432,741","439,696","445,602","441,234","421,352"
E02006528,"320,676","319,007","340,259","330,728","331,461","332,019","318,876","327,209","353,442","360,588","348,781","339,002","314,327"
E02006529,"298,495","305,455","301,290","285,133","281,532","270,584","281,194","300,313","308,685","312,627","307,623","298,617","290,900"
E02006530,"372,995","381,919","394,280","396,872","405,634","393,842","382,253","383,457","382,709","383,020","369,344","361,945","356,916"
E02006531,"227,483","229,604","231,421","221,288","224,439","221,671","215,390","222,574","223,824","231,243","236,199","236,871","239,150"
E02006532,"362,573","359,234","354,377","351,922","354,443","352,150","370,514","389,581","431,647","434,995","438,106","432,881","404,051"
E02006533,"284,040","281,020","271,846","278,080","273,850","275,257","282,596","282,556","288,043","291,023","296,738","300,103","311,815"
E02002149,"155,489","157,525","155,444","155,337","156,015","160,044","159,777","170,690","173,648","174,554","176,288","177,982","178,175"
E02002150,"147,681","142,388","140,712","150,123","155,670","157,145","164,614","160,234","168,726","171,087","174,730","182,129","185,054"
E02002151,"124,800","128,370","135,703","138,619","138,168","139,376","130,024","134,021","149,263","153,450","165,289","172,826","174,711"
E02002152,"143,691","148,448","156,641","151,451","151,472","159,286","157,261","157,400","167,895","161,909","168,620","179,300","180,892"
E02002153,"145,624","152,376","155,108","153,093","149,990","147,278","152,020","158,776","160,006","163,740","164,648","163,086","168,605"
E02002154,"175,909","176,981","176,987","178,259","181,562","180,593","179,405","181,153","183,311","178,681","177,968","176,942","179,600"
E02002155,"134,733","138,890","136,668","145,527","149,979","151,981","161,451","157,718","157,816","155,558","149,706","145,601","144,448"
E02002156,"159,951","160,073","161,487","155,727","159,915","155,019","151,959","161,103","163,823","176,087","178,397","177,297","189,489"
E02002157,"239,406","234,085","221,579","217,368","220,932","224,175","227,896","253,116","249,815","257,054","251,394","251,177","251,149"
E02002158,"149,863","147,915","152,771","155,436","155,212","155,440","156,109","164,759","176,075","180,588","183,306","179,601","178,606"
E02002159,"121,105","119,961","119,750","121,977","114,822","119,438","119,555","121,033","134,677","136,692","141,461","149,406","158,971"
E02002160,"153,508","151,910","157,981","165,243","172,064","176,910","181,279","201,210","199,076","212,131","211,258","208,739","209,439"
E02002161,"130,751","124,494","130,071","132,608","134,505","133,519","126,852","123,362","130,619","140,120","145,144","151,482","153,989"
E02002162,"265,901","277,553","276,464","264,417","269,675","269,984","268,648","289,320","312,885","324,885","335,442","333,441","318,942"
E02002163,"111,890","117,398","115,208","114,558","118,660","120,689","124,945","126,350","130,314","135,725","137,280","142,471","149,241"
E02002164,"100,950","101,145","101,312","106,971","106,666","105,477","107,332","112,542","117,395","120,564","122,210","120,936","127,380"
E02002165,"158,006","165,700","165,908","163,899","184,719","179,221","188,390","184,560","200,519","204,782","197,227","198,907","172,796"
E02002166,"108,530","106,329","107,757","113,408","115,368","116,685","121,062","125,692","128,875","131,434","132,379","131,808","132,593"
E02002167,"256,466","248,075","238,890","235,230","228,813","233,158","246,414","262,404","302,135","307,321","301,713","312,156","292,818"
E02002168,"114,855","117,114","113,460","120,252","124,690","129,852","124,519","119,592","114,758","125,106","127,833","129,837","136,488"
E02002169,"236,772","239,905","253,757","242,441","242,648","245,536","238,959","242,033","264,178","270,655","283,405","294,428","287,178"
E02002170,"133,737","130,810","134,139","139,188","140,912","148,887","157,666","159,998","172,653","171,814","170,356","174,142","172,835"
E02002171,"125,805","126,463","131,978","134,132","139,781","146,766","145,247","150,270","149,007","152,917","159,260","157,677","160,805"
E02002174,"194,821","197,803","202,934","202,609","208,667","205,564","209,424","212,984","219,934","223,742","218,802","223,172","223,115"
E02002175,"135,468","133,322","137,978","137,128","141,221","150,438","155,980","159,595","163,076","161,297","160,982","166,022","159,099"
E02002176,"181,124","180,058","193,016","198,385","192,010","194,078","184,418","189,640","203,220","211,963","231,620","242,280","249,476"
E02002177,"139,246","146,488","147,570","156,685","166,476","167,452","180,184","187,324","201,173","206,778","216,167","216,631","207,140"
E02002178,"189,048","193,992","183,319","197,886","201,236","199,401","212,947","222,146","233,141","249,908","251,632","252,874","250,325"
E02002179,"216,924","204,854","198,396","201,068","210,174","219,546","218,677","227,342","223,777","229,194","241,291","244,449","258,555"
E02002180,"147,112","145,984","149,029","148,702","141,636","146,833","149,205","157,144","179,518","173,403","173,208","173,990","177,252"
E02002181,"138,100","132,566","137,233","141,711","141,027","145,155","148,033","157,875","169,119","172,724","175,157","174,706","174,617"
E02002182,"143,043","146,326","152,504","151,735","146,151","147,700","154,830","152,413","153,720","153,097","157,876","167,873","173,226"
E02006894,"122,142","123,191","127,038","128,675","125,562","129,690","136,898","145,446","154,218","158,161","158,058","157,847","154,407"
E02006734,"272,175","283,148","269,151","268,772","261,974","260,186","260,369","278,703","292,299","301,009","295,568","296,317","298,308"
E02006735,"148,870","148,477","151,297","156,485","162,286","166,182","169,348","165,417","169,434","171,688","169,143","168,613","167,987"
E02006736,"224,867","232,082","227,261","230,763","238,858","237,688","243,815","238,508","233,193","245,821","244,997","245,583","253,541"
E02006737,"213,960","216,040","213,125","205,856","210,211","209,709","209,059","210,301","212,212","216,458","219,160","218,584","217,934"
E02006738,"155,019","156,131","157,725","164,011","171,322","174,939","176,103","168,675","174,147","175,719","181,506","185,717","190,485"
E02006739,"222,249","221,446","218,350","222,793","227,704","239,996","247,800","252,056","250,032","254,834","263,977","267,528","287,750"
E02006740,"175,267","185,374","194,758","200,920","200,229","188,084","190,167","195,968","224,623","231,548","232,096","243,177","229,697"
E02006741,"244,089","247,247","258,888","255,888","254,622","257,506","260,148","280,306","283,088","285,408","287,303","279,775","289,001"
E02006742,"198,518","199,192","189,605","192,262","196,846","190,274","196,722","191,695","202,036","219,119","225,295","234,021","240,847"
E02006743,"193,941","199,555","184,581","197,694","206,854","204,949","217,040","229,479","251,739","244,110","233,118","221,759","194,279"
E02006744,"227,620","236,270","232,883","240,786","233,878","233,195","245,834","223,832","238,227","231,447","223,099","223,024","226,077"
E02006745,"244,846","240,059","251,081","259,474","266,094","273,478","269,849","271,390","276,702","271,148","268,933","265,590","267,028"
E02006746,"245,316","253,122","252,567","258,775","252,734","244,813","252,422","250,434","259,425","273,720","268,789","268,461","257,111"
E02006747,"243,162","242,064","238,595","240,023","236,437","241,766","250,691","244,419","258,747","259,961","252,300","260,047","242,626"
E02006748,"324,456","334,315","325,437","335,789","339,149","343,601","362,701","343,565","378,281","384,763","384,506","421,335","409,956"
E02006749,"186,728","195,991","194,085","181,517","183,036","178,655","179,606","202,245","234,068","234,799","232,502","226,212","197,433"
E02006750,"208,180","206,090","204,860","205,840","203,488","201,770","203,530","213,336","232,049","243,389","242,028","224,349","217,353"
E02006751,"246,909","269,088","254,369","252,580","257,685","251,662","269,557","275,263","284,816","282,866","264,572","291,913","296,605"
E02006752,"309,450","306,893","301,540","300,351","299,139","301,080","310,682","322,058","325,731","326,864","326,088","331,214","335,193"
E02006753,"338,236","357,861","354,519","356,172","358,220","354,158","359,859","382,059","410,845","415,270","424,287","427,139","407,632"
E02006754,"403,456","413,622","402,556","396,089","406,645","395,708","436,725","465,036","480,451","515,361","491,288","487,298","497,947"
E02006755,"399,536","402,319","415,194","421,500","432,441","433,759","418,926","468,129","477,025","487,382","496,887","503,290","515,588"
E02006756,"317,178","301,409","290,840","306,675","300,376","308,270","308,659","315,989","331,434","340,252","339,724","335,060","329,106"
E02006757,"368,800","380,521","379,788","369,655","366,295","361,166","392,326","410,895","424,288","426,987","417,038","424,740","427,289"
E02006758,"349,239","355,616","342,205","333,750","339,785","355,238","377,393","387,070","360,656","359,940","367,869","372,083","383,383"
E02006759,"257,606","253,935","254,686","256,992","264,286","266,522","264,114","269,283","265,603","282,762","290,177","296,814","312,460"
E02006760,"319,264","329,569","333,126","343,616","347,918","343,080","344,663","339,872","330,760","343,371","337,084","356,209","360,275"
E02006761,"165,960","164,570","165,001","166,490","164,335","161,327","160,306","158,455","164,456","173,896","175,491","187,807","187,736"
E02006762,"270,504","263,138","265,156","264,774","265,250","262,788","259,728","268,306","272,719","284,837","297,180","303,861","306,397"
E02006763,"233,430","238,110","241,000","248,846","248,350","245,369","251,681","264,948","284,641","280,317","278,712","278,617","270,291"
E02006764,"209,081","209,752","206,584","201,753","198,660","194,960","206,254","208,838","225,737","225,837","224,981","234,094","235,459"
E02006765,"398,985","418,465","416,230","398,059","416,507","419,153","392,383","421,661","432,954","447,709","486,829","478,844","489,597"
E02006766,"403,128","398,545","393,689","393,263","395,765","384,522","412,357","430,165","465,872","480,490","471,000","484,748","466,892"
E02006767,"357,400","356,044","355,221","324,286","309,699","320,823","338,868","381,629","391,263","386,132","379,158","374,419","365,970"
E02006768,"186,006","189,905","192,441","196,688","200,000","195,013","194,769","191,585","197,544","208,217","214,106","224,708","229,747"
E02006769,"193,332","189,347","184,992","187,450","185,915","187,248","198,045","201,952","217,655","226,975","223,629","232,711","231,692"
E02006770,"145,129","146,383","152,940","152,856","151,846","152,433","150,191","147,749","152,719","156,614","163,208","161,767","165,844"
E02006771,"265,866","259,774","262,164","258,582","283,978","286,369","307,360","319,434","297,578","305,089","299,224","300,132","292,098"
E02006772,"211,509","224,125","238,348","235,580","237,637","233,150","226,138","232,939","235,024","238,895","238,745","237,013","241,142"
E02006773,"190,321","187,525","188,311","192,081","193,483","192,971","196,017","196,380","199,163","210,481","219,227","225,432","227,374"
E02006774,"175,262","174,241","176,221","186,649","184,745","189,185","196,811","213,410","216,888","216,962","221,103","211,773","213,468"
E02006775,"162,839","152,655","154,391","154,153","168,512","187,571","192,996","209,570","205,764","207,730","210,837","205,596","215,178"
E02006776,"174,655","174,548","183,580","179,067","194,529","198,149","199,232","215,402","228,083","231,665","219,822","218,417","209,366"
E02006777,"263,637","277,730","292,601","296,294","302,591","299,853","306,375","312,481","333,191","345,924","332,985","340,491","339,273"
E02006778,"199,750","208,187","208,024","199,909","201,670","199,208","196,067","206,210","213,630","227,852","240,993","243,931","248,700"
E02006779,"194,129","198,391","196,451","194,751","201,238","202,089","204,727","208,044","211,526","213,847","214,105","211,041","209,433"
E02006780,"221,920","222,054","210,929","184,265","182,427","183,450","208,828","212,170","238,843","240,204","231,364","240,630","256,699"
E02006227,"398,032","391,855","389,386","381,622","407,271","425,370","437,667","461,119","445,043","442,140","439,441","443,924","455,977"
E02006228,"280,700","271,949","290,532","289,075","291,756","302,342","293,660","303,931","320,346","364,261","362,333","362,851","366,038"
E02006229,"333,677","329,037","328,874","325,634","332,290","330,375","328,983","351,979","367,127","373,525","380,116","383,922","383,977"
E02006230,"299,887","306,634","319,807","323,118","323,678","321,910","320,830","330,254","354,584","364,359","358,514","361,518","355,841"
E02006231,"290,743","292,489","299,550","308,911","307,391","306,642","313,719","314,376","341,059","348,428","335,673","337,287","316,436"
E02006232,"343,650","338,815","332,339","324,957","321,836","333,674","372,331","407,701","395,404","403,286","398,433","388,922","408,141"
E02006233,"245,765","244,831","247,549","250,305","250,368","250,179","249,426","255,203","279,249","281,127","274,755","279,390","264,945"
E02006234,"246,915","254,720","260,179","262,964","262,717","269,714","270,516","276,975","288,131","283,967","281,966","283,855","276,761"
E02006235,"420,450","429,815","453,865","484,061","462,956","486,430","451,083","438,926","463,870","471,027","473,715","495,328","494,880"
E02006236,"392,394","398,780","381,753","388,698","374,481","373,242","374,682","377,101","388,096","407,422","407,862","424,805","435,034"
E02006237,"315,583","312,435","326,077","351,325","347,250","368,258","342,474","326,889","348,044","350,477","351,986","371,520","364,298"
E02004424,"548,345","578,086","573,557","551,668","534,009","525,556","518,724","575,721","558,034","555,676","558,795","545,740","568,968"
E02004425,"399,343","395,342","399,404","402,950","405,991","413,470","436,038","450,062","466,429","463,413","449,530","450,285","441,115"
E02004426,"495,391","518,943","518,888","494,510","468,141","472,588","449,849","454,878","484,029","485,894","503,665","510,437","502,029"
E02004427,"484,492","466,244","501,874","473,710","467,054","464,889","455,616","472,915","491,146","511,171","518,725","519,901","520,808"
E02004428,"321,601","322,909","335,588","325,470","326,998","340,806","330,025","345,983","373,919","381,582","381,109","380,008","363,861"
E02004429,"420,653","400,317","404,635","398,136","394,411","399,788","399,540","430,026","434,025","458,794","469,786","465,538","506,920"
E02004430,"339,504","336,226","341,018","340,058","341,055","344,569","343,631","348,309","364,853","362,567","367,292","368,251","365,089"
E02004431,"300,921","304,919","297,939","296,309","302,175","302,950","315,616","324,782","323,353","327,127","327,998","332,072","334,713"
E02004432,"450,670","442,171","457,693","473,924","478,278","459,086","485,199","516,217","519,742","557,303","567,525","568,793","617,752"
E02004433,"298,203","308,190","305,952","316,215","323,032","318,711","320,098","329,615","337,479","341,062","337,843","333,630","321,929"
E02004434,"248,957","253,961","246,874","245,230","246,551","241,482","250,290","273,751","299,682","303,167","302,679","299,007","285,111"
E02004435,"273,437","265,058","263,074","259,742","268,028","272,224","277,004","282,552","282,675","287,572","284,427","289,112","291,159"
E02004436,"211,409","212,625","215,558","220,591","228,502","236,054","237,448","241,159","238,630","235,409","238,161","243,787","250,949"
E02004437,"308,664","303,875","297,558","296,876","294,122","302,104","301,043","321,506","329,748","326,499","329,946","333,505","334,373"
E02004438,"234,690","229,773","234,716","236,411","240,476","245,582","241,862","246,879","252,776","261,617","265,930","271,613","274,352"
E02004439,"285,044","247,485","229,644","219,690","221,372","228,232","225,126","235,992","253,266","273,392","278,893","285,401","293,266"
E02004440,"246,752","245,694","245,972","243,044","248,702","252,092","254,536","262,522","270,091","274,793","274,871","276,637","278,735"
E02004441,"258,618","252,677","250,923","269,275","282,113","283,939","292,477","277,380","299,833","299,808","291,850","298,339","293,994"
E02004442,"230,132","226,591","231,257","231,275","230,447","239,535","246,120","256,932","273,357","270,123","284,303","287,403","293,306"
E02004443,"351,687","367,315","380,404","385,337","393,650","374,562","363,156","351,816","339,160","349,741","343,902","342,188","346,443"
E02004444,"397,678","378,511","376,758","373,979","366,152","369,973","388,194","400,986","414,150","415,063","410,972","407,241","415,222"
E02004445,"236,521","236,985","237,742","241,649","244,960","244,132","243,280","240,317","252,661","273,433","278,796","284,464","290,768"
E02003616,"421,960","412,694","414,862","435,756","407,814","421,454","418,904","411,187","452,688","448,232","471,549","469,022","461,228"
E02003617,"385,997","398,835","382,861","377,277","381,546","367,311","391,081","422,065","438,724","443,187","454,012","448,068","439,990"
E02003618,"310,995","319,938","331,607","326,267","331,427","324,262","326,906","349,671","356,162","356,251","346,406","333,236","334,013"
E02003619,"377,954","389,112","375,724","394,616","415,010","396,295","391,548","383,556","391,418","420,328","437,503","441,827","448,744"
E02003620,"287,258","303,580","308,061","304,941","326,675","312,059","317,599","328,384","344,138","351,862","361,227","373,013","363,704"
E02003621,"349,276","354,021","335,454","320,173","317,903","321,419","321,424","338,763","359,752","367,948","377,750","381,902","379,180"
E02003622,"240,856","240,433","235,270","247,374","262,024","263,563","278,377","280,759","270,513","283,701","281,568","288,486","297,634"
E02003623,"369,260","388,392","396,007","393,420","389,765","386,446","371,429","367,118","388,045","400,667","407,291","426,508","412,484"
E02003624,"330,043","336,371","325,636","318,096","330,536","331,567","346,738","349,633","373,330","379,527","372,734","397,384","370,871"
E02003625,"230,510","229,362","225,445","220,032","212,486","212,793","206,519","221,873","235,214","267,332","264,663","263,131","266,817"
E02003626,"292,423","282,856","277,310","284,564","285,131","296,126","305,918","304,227","320,822","313,694","317,702","318,125","305,579"
E02003627,"293,639","284,612","279,505","289,403","307,895","296,809","290,452","317,047","338,353","351,172","382,063","364,781","348,715"
E02003628,"324,569","316,081","303,493","273,336","241,803","225,198","251,740","233,859","260,934","265,793","262,795","280,240","265,821"
E02003629,"213,864","212,049","211,019","207,765","203,170","208,460","216,030","223,990","235,439","241,903","240,005","238,730","235,904"
E02003630,"207,331","210,199","215,620","215,071","209,670","207,039","199,664","197,233","201,005","201,353","211,530","217,023","222,892"
E02003631,"284,117","278,631","272,224","264,520","264,663","255,392","253,780","258,968","273,082","276,846","279,619","287,332","287,953"
E02003632,"233,988","225,416","223,269","225,350","235,505","245,390","247,864","234,475","236,959","241,236","243,920","253,902","253,461"
E02003633,"253,268","252,893","251,355","253,361","252,114","250,284","255,513","251,792","261,362","268,683","267,746","270,473","267,462"
E02003634,"304,499","308,568","305,054","305,791","312,387","306,952","318,568","320,213","327,523","334,568","333,491","337,785","338,101"
E02003635,"325,045","334,996","337,811","338,937","343,012","336,424","336,617","345,138","350,515","361,134","370,479","369,853","371,206"
E02004446,"376,542","384,501","363,814","356,660","363,700","360,498","368,510","371,845","401,226","394,816","388,646","383,268","369,015"
E02004447,"461,997","447,059","448,374","445,792","443,992","458,797","476,302","548,330","543,013","536,366","529,651","506,556","517,428"
E02004448,"325,758","330,282","342,193","339,422","346,006","345,700","353,071","380,208","379,345","375,591","365,561","346,009","336,352"
E02004449,"232,374","230,796","232,841","233,989","236,133","239,588","242,936","244,898","258,375","262,958","265,237","266,436","261,372"
E02004450,"417,736","431,976","446,859","436,794","460,837","455,699","440,030","439,971","462,661","468,812","476,720","498,867","496,930"
E02004451,"314,496","327,768","332,761","331,405","334,837","338,798","349,874","360,517","354,774","350,434","346,132","348,531","354,558"
E02004452,"324,372","322,407","310,848","310,720","313,233","314,522","315,860","322,919","350,672","365,144","375,288","381,605","374,663"
E02004453,"262,412","299,177","296,540","292,263","298,384","276,880","284,724","291,726","291,231","292,244","272,199","266,607","257,857"
E02004454,"242,481","243,035","236,054","231,191","224,810","220,111","227,782","246,783","259,418","261,092","260,365","255,148","256,755"
E02004455,"360,022","366,009","383,768","396,248","381,951","375,273","363,064","371,705","390,755","396,932","403,964","408,337","408,483"
E02004456,"251,299","249,076","248,976","247,535","244,212","241,548","237,430","252,777","262,742","272,208","274,632","271,903","273,025"
E02004457,"301,310","300,852","308,369","301,726","309,692","321,121","331,030","349,134","352,583","351,232","353,533","360,135","360,788"
E02004458,"359,912","353,866","345,469","341,777","351,647","356,431","365,606","359,967","359,359","360,382","362,617","369,217","384,477"
E02004459,"384,666","381,874","368,028","374,307","378,972","383,406","408,100","426,321","431,568","440,141","434,875","431,618","438,699"
E02004460,"304,782","307,975","299,102","299,665","304,662","303,526","309,179","332,080","337,901","348,217","351,777","350,672","359,749"
E02004461,"254,513","254,343","257,564","254,086","244,474","247,518","250,809","261,750","259,905","263,764","272,964","272,806","277,330"
E02004462,"266,754","283,394","285,671","287,902","278,308","263,189","260,432","269,890","278,834","281,195","282,657","280,682","276,400"
E02004463,"388,380","391,262","403,988","399,577","372,591","381,604","366,503","373,882","385,431","392,514","402,423","408,167","420,473"
E02005503,"310,007","313,295","303,209","298,806","301,687","297,111","305,473","332,085","360,262","362,576","356,733","357,660","322,615"
E02005504,"278,897","280,099","274,549","279,077","278,906","278,364","306,842","331,610","350,290","361,489","340,204","349,957","347,530"
E02005505,"250,327","245,680","249,662","236,737","243,394","238,957","239,144","248,258","257,002","266,826","273,555","277,595","279,670"
E02005506,"244,212","243,164","247,154","242,878","243,151","255,431","271,931","280,686","286,436","298,889","300,116","303,341","311,947"
E02005507,"197,963","191,571","191,370","188,078","188,324","191,427","189,991","203,184","211,426","218,900","223,525","224,038","224,245"
E02005508,"290,345","304,638","312,896","333,996","335,426","327,694","329,643","313,775","349,100","375,846","390,881","397,075","390,712"
E02005509,"219,214","215,127","210,824","215,293","215,025","215,971","222,938","219,579","232,376","240,951","244,248","253,992","253,312"
E02005510,"277,976","260,239","264,949","263,267","268,192","285,121","280,120","289,139","293,761","300,518","300,936","313,009","324,387"
E02005511,"212,227","220,133","220,502","218,360","221,078","214,771","215,323","228,042","234,284","244,244","244,447","244,541","243,765"
E02005512,"266,175","261,163","253,998","253,046","256,161","272,954","306,195","331,499","353,475","363,805","360,470","352,052","345,021"
E02005513,"241,225","233,656","235,100","234,909","230,609","234,086","237,851","251,061","258,193","262,214","263,520","261,985","267,965"
E02005514,"258,810","279,424","278,758","258,622","262,083","250,044","246,918","261,225","277,008","284,477","289,175","298,906","299,649"
E02005515,"313,162","296,062","292,322","295,575","300,102","311,960","340,959","366,401","377,349","371,090","372,672","355,303","354,622"
E02005516,"290,869","297,989","306,058","327,880","330,638","344,309","338,443","346,780","369,055","367,624","371,225","380,741","367,784"
E02005517,"180,981","174,315","179,446","183,735","186,275","182,306","177,047","172,381","183,091","190,425","194,047","198,121","195,375"
E02005518,"203,855","200,442","201,325","203,987","208,307","209,668","212,407","211,393","215,159","220,032","220,466","226,349","233,035"
E02005519,"197,184","197,194","189,161","186,114","190,384","187,102","186,146","189,160","201,735","206,465","220,366","216,815","214,070"
E02004464,"534,684","547,887","542,060","546,905","526,468","507,110","526,625","535,761","573,964","575,555","576,259","607,708","609,963"
E02004465,"565,954","594,819","608,130","631,568","660,293","631,078","648,198","650,049","709,086","718,357","708,352","706,319","653,631"
E02004466,"401,877","406,981","437,059","448,116","448,745","467,487","456,587","461,754","498,867","493,912","495,067","496,028","485,002"
E02004467,"401,983","402,056","415,600","425,623","424,878","440,860","421,461","438,163","446,457","452,183","453,982","452,030","453,342"
E02004468,"861,801","827,697","792,759","793,028","794,660","844,673","842,678","874,787","900,480","919,827","961,992","963,876","968,109"
E02004469,"420,331","394,109","414,407","425,896","424,129","438,471","463,124","510,891","548,255","541,242","533,522","523,693","505,348"
E02004470,"354,049","358,526","353,711","353,345","357,120","359,713","373,270","389,969","402,445","413,403","400,135","393,381","394,535"
E02004471,"500,686","484,569","481,787","475,699","461,763","480,198","479,450","510,199","529,043","499,321","490,889","480,479","478,020"
E02004472,"627,841","656,058","580,252","548,286","514,235","507,667","521,831","617,580","643,991","615,111","644,213","605,508","625,004"
E02005520,"309,225","309,744","301,390","288,552","291,488","289,250","288,943","297,803","287,294","295,318","293,676","298,856","313,110"
E02005521,"292,123","301,282","308,278","309,840","317,310","321,476","336,885","348,061","377,049","383,276","364,648","374,353","363,765"
E02005522,"326,523","312,476","322,272","295,370","295,460","309,453","308,867","328,732","326,375","342,822","349,993","350,260","372,733"
E02005523,"285,683","294,616","299,154","281,088","276,368","271,034","275,458","296,432","311,047","313,009","317,873","318,099","329,489"
E02005524,"258,000","260,077","269,098","254,691","245,020","245,771","248,500","276,857","286,548","285,110","286,810","285,048","295,302"
