MSOACode,2019-03,2019-06,2019-09,2019-12,2020-03,2020-06,2020-09,2020-12,2021-03,2021-06,2021-09,2021-12,2022-03
E02004297,"144,881","150,773","155,679","150,155","148,388","146,807","144,939","153,201","152,445","152,631","152,647","151,360","146,245"
E02004290,"155,241","153,742","147,967","147,852","140,184","137,871","144,217","151,937","168,911","167,897","168,980","170,174","161,899"
E02004298,"176,610","166,674","163,011","169,668","174,902","181,768","178,648","188,025","194,038","214,753","217,844","228,198","234,583"
E02004299,"107,092","104,209","116,669","123,191","119,083","115,139","105,014","99,817","104,399","104,100","110,108","112,393","118,475"
E02004291,"119,827","111,540","111,464","107,034","105,907","106,064","114,109","111,167","114,909","116,584","107,172","106,632","107,962"
E02004300,"99,776","104,066","100,815","106,031","103,084","97,178","103,181","97,600","106,595","112,526","113,942","111,983","111,394"
E02004292,"213,318","214,980","201,143","194,565","191,760","188,970","192,902","210,920","214,641","220,771","216,477","210,555","207,010"
E02004301,"114,723","110,079","112,957","111,255","112,841","110,762","109,656","105,668","98,047","98,638","98,193","96,101","105,234"
E02004302,"83,600","87,429","79,556","79,441","79,903","74,224","78,922","78,311","84,753","85,395","91,861","88,346","81,284"
E02004303,"101,058","103,187","102,900","104,653","105,458","105,238","104,040","107,699","106,979","111,445","117,381","118,637","124,920"
E02004293,"127,789","129,224","120,113","115,916","117,291","119,978","133,761","141,122","143,428","145,821","142,925","136,787","135,827"
E02004304,"109,900","117,636","115,120","115,564","110,405","106,535","117,396","123,178","128,105","138,663","136,244","135,463","132,245"
E02004294,"175,150","175,521","184,135","185,501","177,003","182,163","185,877","193,350","199,837","202,451","198,833","190,249","192,682"
E02004305,"141,152","147,367","152,370","146,162","150,846","149,147","138,415","146,597","142,398","144,040","151,486","148,807","144,539"
E02004295,"139,714","148,007","154,508","169,670","180,495","183,635","178,302","180,906","188,819","194,456","192,211","190,555","178,705"
E02004320,"158,434","168,678","170,281","168,948","166,030","153,175","153,324","171,811","183,330","201,959","197,904","199,357","190,431"
E02004321,"112,212","107,916","109,071","117,782","118,171","121,643","117,307","112,003","114,838","110,988","114,785","114,661","115,238"
E02004322,"97,763","106,174","107,071","109,629","118,602","120,333","122,684","133,366","138,125","131,762","136,463","126,020","116,133"
E02004296,"129,518","117,889","117,688","118,775","118,398","124,537","137,709","144,550","143,046","149,330","147,778","146,251","146,744"
E02004306,"174,819","182,244","177,199","199,309","206,682","213,427","210,573","201,656","215,718","211,862","209,878","214,377","205,343"
E02004323,"93,253","96,228","98,563","98,442","98,170","91,638","84,107","87,804","97,492","106,123","116,895","116,194","116,553"
E02004308,"171,885","170,477","174,823","179,635","177,984","177,164","172,514","183,779","206,895","222,469","224,192","221,152","217,141"
E02004309,"154,725","152,984","149,286","148,265","158,349","158,702","181,668","175,024","163,525","166,899","152,911","154,217","164,033"
E02004307,"141,485","127,453","125,948","126,822","131,402","118,451","123,766","136,603","138,139","138,459","130,194","143,000","149,811"
E02004324,"99,072","96,359","98,211","92,622","97,295","100,926","96,209","118,206","131,997","132,311","149,640","138,521","128,310"
E02004310,"122,490","131,225","134,246","126,313","133,444","135,731","148,130","163,993","170,556","169,751","161,470","160,869","160,399"
E02004311,"136,104","140,975","144,455","134,264","138,482","134,748","137,918","145,129","148,862","163,605","167,326","161,503","162,385"
E02004312,"159,140","169,649","171,280","176,189","198,210","193,895","224,697","212,018","190,971","196,057","186,980","198,174","196,084"
E02004313,"123,223","121,223","129,745","135,822","135,119","138,118","141,732","134,519","139,929","140,980","140,047","149,076","144,512"
E02004314,"237,452","244,046","252,245","264,745","264,484","255,572","255,032","260,642","277,169","289,321","300,369","286,315","265,428"
E02004316,"118,244","118,549","123,393","118,256","119,543","120,934","114,371","115,265","124,002","121,501","122,613","123,514","120,981"
E02004325,"87,720","90,635","88,544","90,042","78,602","75,596","73,553","67,577","71,374","74,246","74,244","80,699","82,466"
E02004315,"278,633","290,413","296,390","300,420","306,224","301,162","307,380","319,185","314,353","321,842","318,887","331,315","353,463"
E02004326,"106,508","93,436","94,957","95,416","97,359","102,968","103,395","100,391","96,761","97,344","109,101","109,795","113,964"
E02004328,"83,718","90,330","93,237","93,221","90,105","87,294","85,746","80,941","80,073","85,505","89,229","93,382","96,300"
E02004327,"48,323","50,653","54,918","50,318","50,995","48,533","48,563","54,967","58,512","59,852","59,792","58,942","62,473"
E02004329,"157,634","149,002","135,953","134,898","139,438","142,684","151,114","163,568","169,708","167,399","166,893","153,311","146,643"
E02004317,"145,820","140,259","130,201","119,501","113,559","115,879","140,207","148,859","151,832","185,633","163,555","177,285","181,481"
E02004330,"81,727","79,334","83,504","84,962","86,245","84,469","71,073","74,764","78,177","80,689","93,877","94,573","91,782"
E02004331,"109,402","123,724","117,461","120,149","126,696","114,441","115,085","115,111","111,362","121,906","123,677","122,152","126,552"
E02004318,"172,914","180,476","169,660","159,500","160,267","161,191","162,733","174,973","189,836","190,557","190,041","189,386","179,783"
E02004348,"168,357","170,066","174,931","172,808","179,152","182,172","187,397","200,285","210,519","215,915","208,014","206,454","215,357"
E02004332,"140,446","143,636","161,626","169,646","164,076","161,884","156,843","153,132","159,071","163,563","162,352","154,252","164,050"
E02004319,"117,612","120,036","132,575","131,569","138,369","142,053","137,320","142,918","143,231","141,174","148,016","151,319","147,293"
E02004349,"99,452","102,110","103,798","112,947","113,678","110,027","113,207","104,329","125,002","133,523","126,462","130,731","117,127"
E02004350,"116,264","119,073","118,037","114,910","111,516","111,216","118,369","129,962","134,490","137,859","138,017","139,645","142,995"
E02004333,"123,394","121,770","117,039","114,922","110,968","107,667","103,580","116,514","126,404","134,293","135,512","130,126","131,684"
E02004334,"91,914","90,598","92,808","96,249","97,901","100,969","100,929","97,301","100,630","102,182","106,359","104,561","102,704"
E02004335,"136,532","140,949","140,672","132,104","128,006","116,271","108,182","105,415","106,136","116,658","126,050","123,492","121,431"
E02004336,"77,152","75,941","73,938","87,934","91,492","89,706","97,942","94,623","100,234","104,462","102,103","95,585","93,185"
E02004351,"96,492","107,602","113,278","105,283","112,679","112,600","112,507","126,591","128,456","130,601","139,026","142,706","141,643"
E02004337,"121,093","120,475","121,199","120,605","123,132","120,824","125,385","135,033","139,529","138,486","135,901","131,201","133,979"
E02004338,"112,359","115,339","117,363","116,743","120,737","118,942","111,345","104,388","111,358","106,643","111,601","118,813","112,389"
E02004339,"234,135","242,125","235,466","235,646","236,757","238,355","244,246","233,796","233,548","235,503","225,035","223,666","220,242"
E02004352,"104,229","108,727","102,837","102,530","98,987","98,309","106,297","111,173","115,620","124,159","127,265","129,175","130,213"
E02004353,"130,508","132,275","124,516","121,329","118,931","121,446","135,922","144,657","153,318","148,197","148,530","143,970","137,363"
E02004354,"115,332","115,379","119,689","119,791","120,313","119,876","116,952","121,866","126,344","125,005","125,863","125,641","126,769"
E02004355,"98,312","101,199","99,844","98,660","98,574","94,832","94,105","95,725","101,882","100,621","106,690","105,105","104,253"
E02004340,"94,971","95,497","95,174","92,351","96,551","91,982","89,137","88,319","82,857","85,182","88,496","80,619","84,527"
E02004341,"165,678","171,132","172,881","173,648","169,472","164,462","163,616","165,615","163,826","167,289","170,319","167,853","168,736"
E02004342,"71,884","71,958","65,036","62,192","57,830","54,417","57,024","71,911","81,258","79,413","79,919","79,963","75,222"
E02004343,"100,907","98,125","101,261","97,717","98,009","99,735","101,007","104,996","104,030","107,405","105,866","109,475","108,787"
E02004344,"135,679","127,943","129,922","132,281","136,641","142,335","136,756","139,801","140,459","146,589","148,135","145,742","141,919"
E02004345,"150,741","151,461","152,752","164,092","169,068","168,302","173,257","176,826","177,997","182,687","178,229","174,938","181,621"
E02004346,"253,113","200,005","205,120","210,831","217,740","244,579","261,205","280,771","302,486","306,187","294,004","293,305","282,598"
E02004347,"199,879","188,116","195,433","206,261","203,481","203,833","202,038","201,477","213,042","226,133","223,304","226,173","221,205"
E02002559,"227,211","216,703","217,711","216,826","225,660","226,503","219,941","224,715","226,237","240,193","248,759","249,123","252,374"
E02002560,"122,984","121,594","124,682","124,952","127,538","130,111","130,563","130,832","132,574","134,950","133,965","136,916","140,630"
E02002561,"143,904","145,020","149,803","145,390","147,622","148,708","135,337","143,201","143,992","145,633","153,178","151,219","149,697"
E02002562,"95,426","97,162","96,290","95,424","94,721","93,627","96,098","99,231","98,842","99,498","101,456","98,597","99,176"
E02002563,"124,923","120,800","123,944","126,471","127,606","128,709","133,984","131,816","135,423","141,774","146,075","145,102","145,619"
E02002564,"127,499","124,062","121,559","124,006","122,352","124,501","125,419","125,953","133,294","132,005","134,032","133,465","131,943"
E02002565,"100,485","98,870","95,755","104,612","104,704","105,315","105,229","101,807","109,349","113,866","117,943","122,657","119,246"
E02002566,"86,501","86,356","79,968","81,308","84,728","82,537","85,363","89,027","100,160","108,300","111,829","111,294","110,667"
E02002567,"141,363","140,910","138,619","135,187","131,623","128,507","129,927","130,526","130,704","134,948","133,494","129,706","128,108"
E02002568,"229,864","235,186","249,054","245,230","250,750","241,638","239,444","251,277","248,657","270,052","260,949","257,180","265,322"
E02002569,"264,514","284,580","283,637","276,209","278,558","260,253","253,239","264,193","266,490","267,690","273,170","267,713","265,815"
E02002570,"89,292","82,002","85,152","91,453","90,204","93,444","93,150","94,610","94,616","101,594","103,232","101,801","106,533"
E02002571,"104,067","104,899","106,492","107,249","111,061","111,069","109,763","110,562","112,352","113,180","114,640","115,649","115,329"
E02002572,"124,739","129,433","124,845","122,245","122,969","119,922","124,495","140,591","146,720","148,834","147,724","139,761","133,276"
E02002573,"227,124","227,168","227,844","231,853","232,473","237,340","244,883","255,932","253,949","263,216","248,048","242,776","245,799"
E02001682,"181,906","186,328","176,708","179,134","173,782","176,618","188,802","187,613","202,142","204,103","208,883","207,796","198,040"
E02001683,"172,343","171,410","178,758","179,903","181,706","184,540","177,356","181,439","188,224","188,264","184,344","179,799","160,633"
E02001684,"114,297","110,268","108,173","107,073","113,491","117,667","115,543","128,234","122,952","122,241","126,951","114,984","116,573"
E02001685,"128,467","125,853","121,364","121,805","123,716","126,236","130,186","134,663","138,346","136,262","138,558","140,238","140,268"
E02001686,"151,354","153,738","149,019","145,283","141,180","143,629","154,400","154,439","168,198","169,063","176,081","180,775","177,829"
E02001688,"143,891","142,590","142,125","135,329","133,107","133,313","131,745","130,624","133,766","133,416","134,163","130,975","128,810"
E02001689,"109,761","122,026","123,259","121,268","127,352","120,437","127,768","121,563","123,786","131,371","121,960","126,162","122,621"
E02001690,"141,902","147,311","150,302","152,792","147,093","151,803","152,033","166,883","188,486","184,870","190,270","178,266","160,248"
E02001691,"149,274","150,004","143,428","140,791","144,463","140,136","152,609","160,192","159,396","153,199","140,938","133,859","127,092"
E02001692,"106,830","107,593","107,110","100,996","98,034","95,488","94,619","113,065","113,352","110,974","114,121","108,278","109,722"
E02001693,"106,451","107,438","111,145","106,083","102,096","111,611","108,751","114,282","120,434","117,070","128,119","130,201","135,600"
E02001694,"145,120","144,347","137,317","135,551","136,866","137,006","140,805","145,235","153,689","153,922","164,665","160,664","160,692"
E02001695,"152,287","149,743","151,116","148,603","145,214","144,025","147,792","149,474","149,227","151,770","148,689","149,654","150,174"
E02001696,"122,440","118,429","118,487","114,693","115,367","114,860","113,478","118,418","120,558","126,949","129,826","134,038","134,127"
E02001697,"193,529","198,402","192,721","197,064","196,167","188,908","201,096","208,251","215,518","219,433","213,146","204,111","197,330"
E02001698,"245,849","249,675","264,173","251,060","243,180","240,885","245,309","252,422","262,437","273,551","268,162","268,630","258,380"
E02001699,"119,883","127,328","126,331","127,305","127,212","127,139","124,076","127,289","127,879","131,984","137,763","139,575","143,720"
E02001700,"155,903","160,103","170,509","178,311","204,208","207,293","219,682","225,457","219,988","223,465","222,024","218,145","206,789"
E02001701,"202,841","200,179","210,632","204,099","211,703","212,545","211,004","221,576","211,308","213,685","212,814","214,793","218,800"
E02001702,"127,709","128,927","127,636","120,639","135,164","136,948","140,619","141,333","138,143","137,221","134,586","133,252","131,332"
E02001703,"241,885","225,282","227,632","217,363","215,549","210,375","216,675","215,822","219,213","239,275","226,653","234,418","232,044"
E02001704,"120,292","120,108","137,823","129,488","142,839","143,878","144,327","147,761","136,989","140,854","137,071","137,493","139,136"
E02001705,"113,744","113,020","122,432","119,057","129,057","138,125","129,383","129,547","137,631","141,418","143,736","142,261","131,152"
E02001706,"178,911","182,990","184,328","187,182","187,886","189,954","193,335","206,972","205,103","208,137","198,015","179,177","183,888"
E02001707,"139,528","138,526","135,632","141,819","143,310","143,192","145,739","149,668","155,939","153,416","149,840","147,181","143,321"
E02006841,"137,536","138,919","137,200","134,652","132,431","128,861","127,081","127,185","131,920","132,989","134,176","134,143","135,448"
E02006842,"140,067","124,512","134,040","144,738","147,125","144,734","149,842","156,831","171,984","184,507","172,484","149,908","141,209"
E02002483,"147,285","145,233","146,341","147,060","146,081","150,804","156,280","159,231","160,600","165,645","165,329","164,464","166,672"
E02002484,"105,066","107,641","112,432","114,066","113,001","113,693","115,899","115,270","115,791","118,983","113,283","112,290","110,360"
E02002485,"86,947","88,880","88,538","90,341","95,750","90,829","88,134","88,477","87,852","92,814","99,235","96,126","101,856"
E02002487,"69,553","76,200","66,799","66,432","64,737","59,714","64,971","61,205","60,289","63,996","64,871","66,592","71,503"
E02002488,"207,412","209,658","213,100","201,683","195,781","192,329","193,504","208,409","208,777","224,089","220,424","220,565","224,341"
E02002489,"95,324","97,795","96,075","95,045","90,470","87,913","82,882","87,963","95,956","100,545","110,962","108,183","103,690"
E02002490,"76,923","75,888","76,053","79,173","84,831","85,641","81,530","78,549","74,135","79,798","84,610","80,612","86,706"
E02002491,"101,016","100,729","100,567","98,505","99,989","101,180","103,447","98,609","106,802","106,227","108,158","115,100","112,453"
E02002492,"117,994","118,597","119,661","120,273","116,053","115,840","114,214","117,430","123,208","131,510","136,521","139,665","145,749"
E02002493,"150,520","153,720","159,624","164,111","162,701","165,543","166,601","161,080","165,601","165,912","163,943","172,719","169,596"
E02002494,"87,536","85,203","85,083","91,554","98,743","110,277","125,677","127,876","124,315","119,427","113,932","113,487","120,057"
E02006909,"259,067","260,772","255,244","251,080","240,871","240,180","237,882","264,351","273,744","294,753","288,904","279,586","275,601"
E02002496,"65,982","64,172","64,700","63,586","68,425","70,335","72,549","74,871","73,419","77,581","76,372","76,961","79,108"
E02002497,"46,490","44,675","49,919","51,132","50,686","51,912","50,647","51,729","54,679","58,305","59,980","61,629","64,440"
E02002498,"50,656","50,480","50,061","49,462","50,502","50,738","49,011","47,208","46,096","46,787","49,419","52,894","55,038"
E02002499,"89,841","88,858","88,519","89,861","90,770","85,203","89,624","80,569","79,119","83,202","84,190","87,868","93,604"
E02002500,"106,357","104,837","110,165","119,500","118,397","116,743","111,592","97,695","107,014","105,900","104,906","111,322","105,907"
E02002501,"135,166","131,911","131,787","129,023","128,138","128,363","122,518","117,212","118,383","129,027","130,373","132,360","131,299"
E02002502,"81,957","85,040","85,756","87,733","89,132","88,395","87,459","85,672","86,713","91,524","96,330","97,518","101,424"
E02002503,"107,737","108,830","108,194","106,503","108,890","105,925","104,937","101,673","101,460","100,372","102,999","104,865","105,345"
E02002504,"121,305","120,142","120,926","119,418","126,514","127,674","124,430","129,908","125,548","130,941","134,505","134,156","137,498"
E02002505,"65,207","66,817","75,776","80,171","85,412","90,720","82,773","81,350","83,596","80,094","82,355","86,349","85,005"
E02002506,"90,582","87,856","87,717","88,373","87,669","86,283","84,529","86,155","83,917","90,833","95,486","97,967","101,922"
E02002507,"142,705","141,698","135,778","140,792","142,892","139,893","144,004","157,925","163,827","162,259","162,910","156,792","154,400"
E02002508,"151,066","154,755","154,347","156,853","154,392","154,784","160,186","159,340","167,197","172,831","172,882","179,733","183,140"
E02002509,"134,380","126,029","130,584","133,967","125,398","130,096","132,516","126,912","139,691","140,541","143,802","145,951","143,664"
E02002510,"187,411","196,020","204,568","204,796","204,038","201,073","192,943","198,322","204,265","203,384","201,820","196,120","191,736"
E02002512,"205,353","204,690","213,072","211,690","208,511","213,153","213,439","233,155","232,419","233,208","231,222","225,664","225,041"
E02002513,"183,842","185,369","185,847","188,539","187,791","187,194","191,725","186,675","190,994","191,565","187,780","183,514","177,240"
E02002514,"166,945","158,655","162,651","163,280","160,065","155,040","151,384","162,885","165,590","164,219","165,916","160,363","159,043"
E02006811,"226,094","213,419","220,540","218,293","224,432","225,395","218,048","237,198","253,133","263,400","268,871","262,655","248,504"
E02001708,"223,385","222,496","231,230","236,687","238,737","237,303","237,100","245,720","247,925","258,078","258,526","255,990","253,401"
E02001709,"282,296","280,776","289,582","312,707","322,541","326,521","321,444","302,730","305,562","305,313","308,107","314,487","319,500"
E02001710,"121,676","123,280","121,319","124,829","126,918","125,940","130,872","134,028","134,585","142,826","146,266","144,215","146,261"
E02001711,"210,722","213,232","195,994","206,658","204,792","208,800","225,603","240,387","272,665","281,868","284,641","274,158","243,020"
E02001712,"307,496","302,281","309,000","314,852","320,220","320,486","333,822","343,359","350,638","344,147","331,742","323,253","313,082"
E02001713,"325,021","332,895","346,913","318,812","328,073","337,030","352,077","375,057","402,204","416,342","395,240","393,223","372,471"
E02001714,"221,858","228,518","229,900","238,487","235,336","229,440","236,234","234,492","254,857","256,586","256,921","254,868","247,349"
E02001715,"159,476","159,315","159,268","156,315","167,994","170,756","217,871","221,675","212,092","238,827","207,690","206,745","211,405"
E02001718,"152,723","149,875","149,139","149,364","144,634","140,294","132,916","140,315","148,134","147,958","141,796","134,967","135,818"
E02001719,"182,035","185,495","193,999","193,665","196,445","199,705","198,696","197,756","203,570","210,881","209,888","215,721","239,029"
E02001720,"357,339","360,636","353,824","315,758","324,837","328,693","342,787","351,115","343,860","351,161","329,448","363,696","381,832"
E02001721,"170,792","168,904","175,838","176,331","184,642","187,771","182,178","182,971","175,168","178,090","176,176","173,236","173,228"
E02001722,"132,867","136,327","133,374","137,355","138,137","137,592","136,923","132,573","131,259","133,300","139,227","138,610","140,734"
E02001723,"132,620","134,540","143,597","164,803","162,533","174,048","171,279","165,484","200,219","184,319","201,437","197,738","177,651"
E02001724,"235,012","250,374","271,634","302,354","309,049","320,784","306,693","296,870","300,043","296,219","289,035","276,430","263,044"
E02001725,"146,415","145,836","147,390","153,817","161,346","159,234","163,103","151,571","148,334","155,351","154,258","160,015","165,400"
E02001726,"122,565","126,282","129,021","129,650","130,527","129,998","132,323","133,938","137,966","142,454","148,718","153,870","155,756"
E02001727,"139,980","143,061","143,735","145,091","144,711","146,241","146,583","147,464","149,607","148,122","151,879","150,224","149,825"
E02001728,"119,009","120,355","121,889","116,298","117,666","116,349","118,462","126,095","128,628","131,395","135,681","135,669","138,608"
E02001729,"154,162","155,769","161,479","165,307","177,935","184,512","180,640","195,642","203,810","202,485","206,264","215,924","202,883"
E02001730,"165,844","170,596","169,701","128,703","112,173","108,091","111,485","129,886","169,236","173,318","169,064","179,036","179,571"
E02001731,"167,691","163,666","178,188","173,707","170,470","171,420","170,448","196,532","215,810","219,536","213,262","217,685","198,478"
E02001732,"119,445","117,678","124,221","124,581","133,148","136,127","127,394","130,983","126,200","132,048","134,156","140,046","141,341"
E02001733,"118,403","123,900","131,135","126,093","129,342","132,722","134,721","144,153","142,745","137,601","131,398","127,031","127,488"
E02001734,"128,060","121,867","120,559","122,800","123,903","128,882","129,809","136,074","143,196","138,676","140,271","136,722","137,820"
E02001735,"79,965","79,081","82,111","84,357","88,255","89,453","85,913","87,655","90,667","94,250","95,587","100,250","99,328"
E02001736,"84,004","82,137","91,451","94,316","97,785","101,332","100,688","108,936","107,319","106,198","101,608","100,006","99,331"
E02001737,"101,635","96,110","92,960","94,883","96,104","93,430","99,520","100,938","97,355","98,619","99,920","104,213","110,902"
E02006893,"177,605","178,369","170,202","175,052","183,000","188,520","196,184","202,884","204,780","206,761","211,077","207,804","205,431"
E02001738,"341,156","344,975","340,271","352,767","341,052","324,208","329,170","338,529","347,912","358,392","362,444","351,492","344,494"
E02001739,"129,036","128,378","129,259","125,931","125,043","127,959","124,813","130,128","142,752","144,739","138,230","139,630","138,039"
E02001740,"335,950","345,234","333,144","334,323","329,217","321,486","349,570","359,853","376,971","376,121","369,085","379,662","377,298"
E02001741,"198,407","188,055","179,189","169,958","168,099","173,949","172,606","176,249","187,752","188,165","188,398","190,675","189,322"
E02001742,"221,865","230,207","232,335","237,900","233,090","228,498","223,586","232,102","239,123","248,808","255,529","250,287","257,179"
E02001743,"200,250","206,322","207,491","214,651","221,085","227,072","234,346","241,302","250,004","254,080","261,577","266,064","274,373"
E02001744,"213,461","212,173","222,257","218,419","226,289","233,642","228,916","236,608","227,110","231,687","226,916","224,455","226,019"
E02001745,"136,108","132,719","128,623","125,327","122,327","122,458","124,597","134,048","141,797","143,889","149,920","151,831","153,772"
E02001746,"192,859","196,741","194,773","209,438","220,387","218,035","233,894","230,934","235,598","245,213","237,585","236,129","226,557"
E02001747,"236,316","239,241","239,947","244,089","245,289","244,555","265,938","266,845","274,963","279,824","285,206","283,269","287,550"
E02001748,"212,677","210,380","215,937","216,025","225,079","223,362","216,838","204,583","184,802","182,671","184,478","184,599","188,231"
E02001749,"204,956","202,491","183,717","173,363","164,844","169,449","176,578","187,581","187,484","183,781","181,581","176,422","167,958"
E02001750,"231,784","227,594","227,847","223,217","223,392","221,239","232,483","238,904","256,432","257,567","249,902","247,682","232,177"
E02001751,"228,244","224,323","231,625","235,484","239,855","238,055","225,389","209,563","189,891","186,813","197,500","193,425","191,410"
E02001752,"123,432","115,578","120,499","130,457","133,779","138,490","144,564","147,774","156,619","151,971","156,187","161,494","162,309"
E02001753,"255,078","248,311","259,483","270,517","270,797","274,309","273,690","290,768","300,796","306,187","301,678","294,295","280,875"
E02001754,"220,823","225,687","243,021","245,874","253,690","228,828","219,212","245,840","241,650","255,982","270,630","264,439","282,448"
E02001755,"236,294","238,450","249,346","246,370","244,625","237,032","223,900","219,558","219,906","227,614","223,230","219,238","226,012"
E02001756,"138,233","136,686","140,101","144,091","145,788","145,777","147,173","151,919","150,513","155,618","154,737","152,093","153,634"
E02001757,"159,000","162,871","172,883","165,199","170,041","169,300","152,531","164,298","160,857","162,872","170,310","172,729","175,328"
E02001758,"129,950","125,740","131,650","149,608","152,677","153,241","155,625","139,434","141,283","143,608","141,384","150,852","152,146"
E02001759,"158,043","152,664","143,502","148,047","159,132","155,777","161,013","163,751","169,749","184,627","189,358","187,930","189,948"
E02001760,"102,461","102,578","103,223","99,101","100,340","100,514","99,062","102,744","107,758","111,827","116,396","112,799","110,722"
E02001761,"128,496","126,923","124,991","126,240","123,338","122,736","125,216","124,082","129,502","131,325","134,297","134,332","136,122"
E02001762,"177,168","178,540","176,248","172,273","171,657","172,950","175,225","182,839","187,567","186,271","190,752","190,194","189,237"
E02001763,"98,034","99,891","103,306","107,498","110,114","111,581","111,495","111,793","115,069","115,002","117,184","118,941","121,229"
E02001764,"182,688","178,156","172,405","163,955","142,633","129,912","126,619","122,121","123,285","129,473","129,284","132,716","130,471"
E02001765,"123,229","123,461","120,815","128,954","124,690","124,183","123,523","111,962","119,007","123,016","126,377","130,631","125,211"
E02001766,"116,910","111,293","115,491","116,542","112,978","113,583","113,186","118,972","145,750","144,963","144,056","141,695","136,840"
E02001767,"116,098","113,190","114,362","115,256","117,602","119,884","120,680","122,345","125,072","128,474","130,570","133,639","135,673"
E02005706,"146,039","144,339","141,624","141,880","136,005","133,067","139,221","145,466","153,549","150,549","153,166","153,140","144,304"
E02005707,"224,474","217,830","213,752","214,945","206,241","208,947","217,122","232,238","251,173","256,033","264,967","263,132","261,227"
E02005708,"229,143","221,169","234,308","240,113","236,084","238,343","240,851","250,620","266,501","272,643","277,981","280,856","274,880"
E02005702,"280,654","313,907","309,846","304,464","312,830","304,595","324,286","342,719","348,513","344,889","337,927","344,218","348,639"
E02005703,"172,282","182,707","189,690","192,226","180,529","175,796","169,913","174,062","182,110","188,713","188,299","193,385","189,590"
E02005704,"213,488","211,510","218,199","216,256","225,267","243,414","234,065","251,272","247,048","250,902","261,498","260,871","267,073"
E02005705,"265,321","270,712","269,746","261,882","270,195","267,547","259,327","263,219","258,941","272,902","281,851","278,429","290,637"
E02005720,"150,627","141,648","142,489","141,526","145,975","148,115","146,275","155,062","159,121","170,218","172,094","161,523","155,095"
E02005734,"95,661","100,547","101,458","91,803","92,292","89,010","88,915","103,045","111,090","114,154","134,061","131,339","132,696"
E02005735,"59,747","54,737","54,805","57,285","58,952","61,060","66,615","63,995","65,638","67,815","69,695","70,323","71,964"
E02005721,"300,061","274,360","290,228","293,927","276,610","287,373","276,168","240,085","252,301","254,276","246,304","250,109","262,603"
E02005737,"134,685","130,776","126,803","123,680","127,593","122,053","124,054","131,569","125,071","143,368","150,594","151,421","153,943"
E02005736,"146,525","148,183","147,070","144,888","143,644","146,933","147,393","149,792","157,561","153,905","152,161","154,336","147,241"
E02005738,"120,300","126,930","128,783","132,767","140,436","139,990","147,629","151,069","139,386","147,012","140,491","132,258","131,249"
E02005722,"287,551","293,237","307,004","292,663","290,545","297,558","306,503","346,268","366,851","398,152","401,263","423,308","430,682"
E02005723,"179,651","167,342","166,281","164,535","172,858","175,978","188,596","202,568","192,042","193,332","180,357","174,241","179,020"
E02005739,"110,402","111,777","113,284","108,917","112,014","112,774","113,835","114,623","114,422","117,397","119,036","121,420","123,740"
E02005724,"272,510","262,896","258,480","252,737","256,367","260,655","267,693","273,084","263,973","265,358","260,541","268,008","277,823"
E02005727,"243,248","229,954","217,165","213,055","232,223","247,129","249,931","265,225","246,739","262,152","271,044","258,873","275,500"
E02005740,"90,204","91,926","94,096","92,722","104,722","109,535","110,266","119,671","118,493","119,117","121,858","113,988","108,870"
E02005741,"171,881","175,144","178,113","179,050","184,427","182,240","176,940","178,792","183,626","187,872","192,301","190,116","208,818"
E02005709,"100,263","102,246","105,612","98,506","97,774","92,765","91,145","94,704","101,080","99,746","101,141","98,349","94,443"
E02005710,"129,540","124,746","117,143","111,207","107,641","104,085","102,574","112,193","118,061","118,526","120,900","114,966","117,178"
E02005711,"94,272","98,661","100,812","100,073","100,256","98,485","99,939","102,680","109,517","116,496","122,554","124,118","125,116"
E02005712,"154,500","155,300","158,970","157,091","152,258","151,028","150,256","153,363","156,495","165,289","170,688","172,301","177,739"
E02005713,"167,464","170,279","171,275","167,973","161,586","158,218","160,353","162,396","167,816","173,624","172,330","170,914","167,242"
E02005714,"212,770","207,090","212,615","204,320","201,541","195,969","180,252","200,959","224,393","241,955","253,436","248,918","245,850"
E02005716,"181,949","187,938","188,116","191,061","192,113","192,121","197,030","188,385","178,433","176,464","170,297","161,268","161,966"
E02005715,"145,052","161,429","172,981","174,803","171,516","163,014","159,252","163,836","163,790","171,022","164,048","161,508","165,933"
E02005717,"177,988","191,767","207,986","205,919","200,670","182,306","171,845","185,079","194,974","200,183","201,619","195,652","192,627"
E02005718,"153,662","158,374","156,050","156,649","143,850","139,197","155,440","167,650","171,330","173,218","167,564","157,391","155,912"
E02005719,"155,036","156,000","153,511","151,012","149,280","143,107","142,284","146,678","157,157","161,675","169,085","172,938","170,917"
E02005725,"335,678","341,567","310,540","330,865","323,330","331,646","382,854","383,279","415,795","454,595","459,440","470,772","478,746"
E02005726,"490,282","479,364","463,589","452,620","454,318","459,700","487,654","497,507","492,265","528,310","525,886","554,038","601,879"
E02005730,"236,014","254,036","253,697","248,573","252,093","248,332","257,793","273,587","279,075","276,847","272,683","263,551","261,857"
E02005729,"270,041","259,349","246,680","270,549","260,786","259,901","284,413","277,392","308,431","320,343","334,462","342,625","330,306"
E02005728,"170,186","174,626","179,377","159,708","153,583","146,175","158,492","176,768","202,475","203,011","202,420","194,710","178,603"
E02005731,"178,305","174,230","160,973","163,226","171,488","171,858","183,615","191,817","173,122","178,861","174,693","175,015","171,791"
